name_a,name_b,score,ortho_sim,phon_sim,manual_review_ok
bengel,E-gel,0.6944,0.6667,0.7222,
Brodin,viodin,0.6944,0.6667,0.7222,
Calnor,Faenor,0.6944,0.6667,0.7222,
Caprodycin,protein,0.6944,0.5000,0.8889,
Cinaron Plus,Nafro A plus,0.6944,0.5833,0.8056,
Clopid,Scluprud,0.6944,0.5000,0.8889,
coral,Esoral,0.6944,0.6667,0.7222,
coral,Normal,0.6944,0.6667,0.7222,
drise,uriset,0.6944,0.6667,0.7222,
E-gel,Sergel,0.6944,0.6667,0.7222,
Elodep,Zodep,0.6944,0.6667,0.7222,
Emazid,Tazid,0.6944,0.6667,0.7222,
etorac,Torat,0.6944,0.6667,0.7222,
Finix,Profinex,0.6944,0.5000,0.8889,
gascon,Vasco,0.6944,0.6667,0.7222,
Geotoenol,Retinol,0.6944,0.5556,0.8333,
Montinex,Pantonix,0.6944,0.5000,0.8889,
Napronex,Profinex,0.6944,0.5000,0.8889,
noswvc,roswva,0.6944,0.6667,0.7222,
Profen,Tofen,0.6944,0.6667,0.7222,
Proliv,Rolip,0.6944,0.6667,0.7222,
radiflex,Valex,0.6944,0.5000,0.8889,
Tab. Etorx,Tab. Neuro-B,0.6944,0.5833,0.8056,
uriset,viset,0.6944,0.6667,0.7222,
Devixil,Tevox,0.6943,0.4286,0.9600,
Dexin,dexnaaf,0.6943,0.4286,0.9600,
Dexin,Dexnaat,0.6943,0.4286,0.9600,
Dexin,Dexnaof,0.6943,0.4286,0.9600,
Fexit,vaxitet,0.6943,0.4286,0.9600,
deviry,Devoci(uer),0.6939,0.4545,0.9333,
Telfro max,Toramax,0.6937,0.5000,0.8875,
Arth ATS,Arth-A Max,0.6929,0.5000,0.8857,
BRON GVEL,BRON WASFI,0.6929,0.5000,0.8857,
Tab. Menoral,Tab.Neuro,0.6929,0.5000,0.8857,
Tb. Defrol,Tb. Torax,0.6929,0.5000,0.8857,
Furotil Plus,Fusil Plm,0.6926,0.5833,0.8018,
Angilock,Arsiloca,0.6925,0.6250,0.7600,
Bilfastl,Biltant,0.6925,0.6250,0.7600,
Cafixim,Canficid,0.6925,0.6250,0.7600,
Canficid,Combicid,0.6925,0.6250,0.7600,
Colistin,criptin,0.6925,0.6250,0.7600,
Napa one,Napronex,0.6925,0.6250,0.7600,
vigfimef,vildamef,0.6925,0.6250,0.7600,
vigfimet,vildamet,0.6925,0.6250,0.7600,
algecal,Algend,0.6924,0.5714,0.8133,
Delfmz,Delfraf,0.6924,0.5714,0.8133,
Delfnj,Delfraf,0.6924,0.5714,0.8133,
Delfnj,Delfroz,0.6924,0.5714,0.8133,
Dexlor,Dexnaof,0.6924,0.5714,0.8133,
dexnaaf,dextac,0.6924,0.5714,0.8133,
dexnaaf,Dextal,0.6924,0.5714,0.8133,
Dexnaof,dextac,0.6924,0.5714,0.8133,
Dexnaof,Dextal,0.6924,0.5714,0.8133,
Doxicap,Doximev,0.6924,0.5714,0.8133,
Esmax,Esomand,0.6924,0.5714,0.8133,
Esomand,esomix,0.6924,0.5714,0.8133,
moxibac,moxilin,0.6924,0.5714,0.8133,
Rephaston,Roseton,0.6922,0.4444,0.9400,
Afix,Ulfix,0.6917,0.6000,0.7833,
alix,Ulfix,0.6917,0.6000,0.7833,
Analac,Anlin,0.6917,0.5000,0.8833,
Avloclav,avolu,0.6917,0.5000,0.8833,
Axim,axon,0.6917,0.5000,0.8833,
coral,Coralcalry,0.6917,0.5000,0.8833,
coral,Coralgue D,0.6917,0.5000,0.8833,
coral,Corulcal-D,0.6917,0.5000,0.8833,
Deixil,Texit,0.6917,0.5000,0.8833,
Deuxil,Texit,0.6917,0.5000,0.8833,
Dexa,Dexfacar,0.6917,0.5000,0.8833,
Dexila,doxva,0.6917,0.5000,0.8833,
Dexila,Texit,0.6917,0.5000,0.8833,
Dexin,Doxiva,0.6917,0.5000,0.8833,
Doxiva,toxit,0.6917,0.5000,0.8833,
Esmax,N-Max,0.6917,0.6000,0.7833,
Esotid,Estes,0.6917,0.5000,0.8833,
Esotil,Estes,0.6917,0.5000,0.8833,
Fexo,Fexofast,0.6917,0.5000,0.8833,
Flugat,Flux,0.6917,0.5000,0.8833,
Glasin,Glicid,0.6917,0.5000,0.8833,
Glasin,Glysup,0.6917,0.5000,0.8833,
Maxima,Mixit,0.6917,0.5000,0.8833,
mefhomof,Methomol,0.6917,0.7500,0.6333,
methicap,Methox,0.6917,0.5000,0.8833,
Normal,Normeivo,0.6917,0.5000,0.8833,
Pregan,progut,0.6917,0.5000,0.8833,
pregmo,progut,0.6917,0.5000,0.8833,
Rosetn,Rostil,0.6917,0.5000,0.8833,
Tab. Amitip,Tab. cifotil,0.6917,0.5833,0.8000,
Tab. cifotil,Tab. Menoral,0.6917,0.5833,0.8000,
Tab. Epitra,Tab. Menoral,0.6917,0.5833,0.8000,
Tab. Menoral,Tb. Torax,0.6917,0.5833,0.8000,
Tab. Normen,TAB. OUOCM-D,0.6917,0.5833,0.8000,
Fluclox,lufilox,0.6913,0.5714,0.8111,
Napa Extend,Naproxen,0.6912,0.5455,0.8370,
Cinamycin,Cinaron,0.6911,0.5556,0.8267,
merocil,Merthomol,0.6911,0.5556,0.8267,
rechnol,Ruchigold,0.6911,0.5556,0.8267,
Rephaston,Revatol,0.6911,0.5556,0.8267,
Tab. Rupa,Tab.Neuro,0.6911,0.5556,0.8267,
Tb. N- Max,Terbi max,0.6911,0.5000,0.8821,
Tab. Deap,Tab. Naprox,0.6911,0.5455,0.8367,
Nexum Mups,Pronex Mups,0.6910,0.5455,0.8366,
Asynta max,Syp Asyntamax,0.6910,0.6154,0.7667,
Dexin,Doxoven,0.6910,0.4286,0.9533,
dexnaaf,Doxiva,0.6910,0.4286,0.9533,
dexnaaf,doxva,0.6910,0.4286,0.9533,
Dexnaat,Texit,0.6910,0.4286,0.9533,
Dexnaof,doxva,0.6910,0.4286,0.9533,
Doximev,doxva,0.6910,0.4286,0.9533,
Maxirra,Mexpro,0.6910,0.4286,0.9533,
Nexc,Nexemig,0.6910,0.4286,0.9533,
Prestel,Purisal,0.6910,0.4286,0.9533,
Arlila,tarlica,0.6905,0.7143,0.6667,
Aropen,Fasopen,0.6905,0.7143,0.6667,
artica,tarlica,0.6905,0.7143,0.6667,
Beconal,Decoral,0.6905,0.7143,0.6667,
cefazid,Emazid,0.6905,0.7143,0.6667,
Cotson,Ncotion,0.6905,0.7143,0.6667,
Decoral,Esoral,0.6905,0.7143,0.6667,
Fatisol,ratinol,0.6905,0.7143,0.6667,
Fenadin,Fenafir,0.6905,0.7143,0.6667,
Fusil Plm,Fxsid Plus,0.6905,0.6000,0.7810,
nabumet,Nafumef,0.6905,0.7143,0.6667,
nabumet,Natumef,0.6905,0.7143,0.6667,
Vonorab,Yonocab,0.6905,0.7143,0.6667,
bactrocin,Brodin,0.6903,0.5556,0.8250,
Bactrosin,Brodin,0.6903,0.5556,0.8250,
cabergol,Calboral,0.6900,0.5000,0.8800,
calacef,Clavusef,0.6900,0.5000,0.8800,
Colistin,Creston,0.6900,0.5000,0.8800,
Delfrz,deviry,0.6900,0.5000,0.8800,
Febusful,Feusiv,0.6900,0.5000,0.8800,
Filmet,vildamef,0.6900,0.5000,0.8800,
Frulac,Furoclav,0.6900,0.5000,0.8800,
Macrobac,merrobe,0.6900,0.5000,0.8800,
Macrobac,miraba,0.6900,0.5000,0.8800,
nalepsin,Napxon,0.6900,0.5000,0.8800,
Neuroxen,Nexe,0.6900,0.5000,0.8800,
Peridon,Proindof,0.6900,0.5000,0.8800,
Termitan,Timptin,0.6900,0.5000,0.8800,
Termitan,Tmiptin,0.6900,0.5000,0.8800,
Endurex,Etorix,0.6893,0.4286,0.9500,
Cefixime,Ceftriaxone,0.6889,0.5455,0.8324,
A-fun,X-fen,0.6889,0.6000,0.7778,
Alc,Alcef,0.6889,0.6000,0.7778,
Alc,Alcet,0.6889,0.6000,0.7778,
Ayim,Eyium,0.6889,0.6000,0.7778,
Bilax,Bilon,0.6889,0.6000,0.7778,
Bilon,Solon,0.6889,0.6000,0.7778,
Broxolite,Rexlife,0.6889,0.5556,0.8222,
Bukof,ucof,0.6889,0.6000,0.7778,
clindacin,glinta,0.6889,0.4444,0.9333,
Comet,Zymet,0.6889,0.6000,0.7778,
Cora DX,coral cal,0.6889,0.5556,0.8222,
coral,corox,0.6889,0.6000,0.7778,
D-cop,E-cap,0.6889,0.6000,0.7778,
Emprelina,Liprolin,0.6889,0.5556,0.8222,
ERP,zerup,0.6889,0.6000,0.7778,
Fluma,Flux,0.6889,0.6000,0.7778,
Folison,Folzin-Cl,0.6889,0.4444,0.9333,
Follison,Folzin-Cl,0.6889,0.4444,0.9333,
Kibac,Robac,0.6889,0.6000,0.7778,
Max Pro,Zymef Pro,0.6889,0.5556,0.8222,
Max Pro,Zymet Pro,0.6889,0.5556,0.8222,
Metro,Setra,0.6889,0.6000,0.7778,
Naproxen,Pronex,0.6889,0.5000,0.8778,
Nexe-mups,Nexum,0.6889,0.4444,0.9333,
Nonum,Ronem,0.6889,0.6000,0.7778,
Ocef,T-Cef,0.6889,0.6000,0.7778,
Profinex,Vorinox,0.6889,0.5000,0.8778,
Reset,viset,0.6889,0.6000,0.7778,
Todol,x-dol,0.6889,0.6000,0.7778,
Tofen,X-fen,0.6889,0.6000,0.7778,
Torat,Torex,0.6889,0.6000,0.7778,
Torat,Torix,0.6889,0.6000,0.7778,
Doximax,zimax,0.6885,0.5714,0.8056,
Fluclox,Lelox,0.6885,0.5714,0.8056,
Pirulin,RUPIN,0.6885,0.5714,0.8056,
acron,Airmont,0.6882,0.5714,0.8050,
acron,Ascoson,0.6882,0.5714,0.8050,
Actilac,Analac,0.6882,0.5714,0.8050,
Actilac,artica,0.6882,0.5714,0.8050,
Actilac,Avolac,0.6882,0.5714,0.8050,
Alanol,Antazol,0.6882,0.5714,0.8050,
Alatol,Antazol,0.6882,0.5714,0.8050,
Amilin,Ansulin,0.6882,0.5714,0.8050,
Ansulin,Arlin,0.6882,0.5714,0.8050,
Ansulin,atlin,0.6882,0.5714,0.8050,
Ceftron,Cinaron,0.6882,0.5714,0.8050,
Clopid,Comprid,0.6882,0.5714,0.8050,
Cotson,Creston,0.6882,0.5714,0.8050,
Defalin,Delanix,0.6882,0.5714,0.8050,
Dekalin,Delanix,0.6882,0.5714,0.8050,
demelon,Deslong,0.6882,0.5714,0.8050,
Denixil,Dexin,0.6882,0.5714,0.8050,
Derolon,Deslong,0.6882,0.5714,0.8050,
Desolon,Dexlor,0.6882,0.5714,0.8050,
Devixil,Dexin,0.6882,0.5714,0.8050,
Dimex,Doximev,0.6882,0.5714,0.8050,
Endever,Esover,0.6882,0.5714,0.8050,
Fenix,Ferix-V,0.6882,0.5714,0.8050,
Fixcef,Furocef,0.6882,0.5714,0.8050,
Lasix,latilax,0.6882,0.5714,0.8050,
latilax,Linax,0.6882,0.5714,0.8050,
Lerozol,Loxodol,0.6882,0.5714,0.8050,
Linax,Lubilax,0.6882,0.5714,0.8050,
Linax,lutilax,0.6882,0.5714,0.8050,
M-Kast,monfast,0.6882,0.5714,0.8050,
Medroxy,Methox,0.6882,0.5714,0.8050,
Ncotion,Nopxon,0.6882,0.5714,0.8050,
ponsal,Prestal,0.6882,0.5714,0.8050,
Povital,Prestal,0.6882,0.5714,0.8050,
Volinac,Vorinox,0.6882,0.5714,0.8050,
Tab. ANADOL,Tb. Anginta,0.6880,0.4545,0.9214,
coral cal,Coralgue D,0.6878,0.5000,0.8756,
coral-dx,Coralgue D,0.6878,0.5000,0.8756,
Dexfacar,Dexlor,0.6878,0.5000,0.8756,
Dexfacar,Dexnaof,0.6878,0.5000,0.8756,
Dexfacar,Dexter,0.6878,0.5000,0.8756,
Dexfacar,Doxicap,0.6878,0.5000,0.8756,
Dexfacar,Doxycap,0.6878,0.5000,0.8756,
Flamfix,Flemorif,0.6878,0.5000,0.8756,
Indevex,Indooref,0.6878,0.5000,0.8756,
maxdol,Maxsulin,0.6878,0.5000,0.8756,
montelon,Montinex,0.6878,0.5000,0.8756,
Tab. Deap,TAB. PENOULY,0.6878,0.5000,0.8756,
Tab. Galoa,TAB. PENOULY,0.6878,0.5000,0.8756,
Tab. Neuro-B,Tab. Rupa,0.6878,0.5000,0.8756,
TAB. PENOULY,Tab. Rupa,0.6878,0.5000,0.8756,
Ansilou,Antazol,0.6876,0.4286,0.9467,
Cortan,Creston,0.6876,0.4286,0.9467,
Cortan,criptin,0.6876,0.4286,0.9467,
Delanix,dulox,0.6876,0.4286,0.9467,
dmiden,Tmiptin,0.6876,0.4286,0.9467,
Duralax,Torax,0.6876,0.4286,0.9467,
Emazid,emi-xit,0.6876,0.4286,0.9467,
Emetid,Emistat,0.6876,0.4286,0.9467,
Flexi,Fluelox,0.6876,0.4286,0.9467,
latilax,lytex,0.6876,0.4286,0.9467,
Levox,lufilox,0.6876,0.4286,0.9467,
lutilax,lytex,0.6876,0.4286,0.9467,
Omastin,Omidon,0.6876,0.4286,0.9467,
Toramax,Traxy,0.6876,0.4286,0.9467,
Toramex,Traxy,0.6876,0.4286,0.9467,
abicon max,Aislof max,0.6875,0.6000,0.7750,
N-Max,Neemoxew,0.6875,0.3750,1.0000,
Naproxen,Profen,0.6875,0.6250,0.7500,
prompton,Roseton,0.6875,0.6250,0.7500,
Rafiflo,Ravliflex,0.6873,0.5556,0.8190,
Tab. Deap,Tb. Defrol,0.6871,0.5000,0.8743,
Tab. Deap,Tab. Neobean,0.6867,0.5833,0.7900,
Tab. Calbo,Tab. Flamex,0.6862,0.5455,0.8269,
Deixil,Demoxiclav,0.6857,0.5000,0.8714,
Demoxiclav,Denoxidov,0.6857,0.6000,0.7714,
Demoxiclav,Deuxil,0.6857,0.5000,0.8714,
gavilac,Gavitfx,0.6857,0.5714,0.8000,
Gavisus,Gavitfx,0.6857,0.5714,0.8000,
Greemox,Remmo,0.6857,0.5714,0.8000,
Minnate,mirata,0.6857,0.5714,0.8000,
Tab. CEEVIX,Tab. Geofoenil,0.6857,0.5714,0.8000,
Tab. Geofoenil,Tab. Normen,0.6857,0.5714,0.8000,
Fexofast,Fexofenadinee,0.6855,0.4615,0.9095,
Aristovit -B,Tab. Arislovit-B,0.6854,0.5625,0.8083,
coral cal d,Coralex DX,0.6852,0.5455,0.8250,
Tab. Etorx,Tab. Flamex,0.6852,0.5455,0.8250,
Tab. Flamex,Tab. Naprox,0.6852,0.5455,0.8250,
aeropen,ERP,0.6851,0.4286,0.9417,
Atoz,Autazol,0.6851,0.4286,0.9417,
Ceevit,cefotil,0.6851,0.4286,0.9417,
Cridip,Quridew,0.6851,0.4286,0.9417,
D-Rise,Duracef,0.6851,0.4286,0.9417,
drise,Duracef,0.6851,0.4286,0.9417,
Filofer,folive,0.6851,0.4286,0.9417,
Filoter,Folita,0.6851,0.4286,0.9417,
Minnate,Montair,0.6851,0.4286,0.9417,
Minnate,Montene,0.6851,0.4286,0.9417,
Nacl,neclufe,0.6851,0.4286,0.9417,
Nebanol,Neobion,0.6851,0.4286,0.9417,
Nufvw,Nuvifer,0.6851,0.4286,0.9417,
Reelife,Relvis,0.6851,0.4286,0.9417,
Roseton,Rozita,0.6851,0.4286,0.9417,
sckoria,Secrin,0.6851,0.4286,0.9417,
Tab. Menoral,Tab. Normens,0.6847,0.5000,0.8694,
Calboral Dx,Coralex DX,0.6846,0.5455,0.8238,
Napa Extend,Napa one,0.6846,0.5455,0.8237,
Acliz Plus,linax plus,0.6845,0.5000,0.8690,
Acliz Plus,linux plus,0.6845,0.5000,0.8690,
Elosfiv plus,Fasid Plus,0.6845,0.5833,0.7857,
prelics CR,valix CR,0.6845,0.5000,0.8690,
Tab. Maxiwa,Terbi max,0.6844,0.4545,0.9143,
Dexin,Duloxen,0.6843,0.4286,0.9400,
Dimex,Toramex,0.6843,0.4286,0.9400,
Finix,Vorinox,0.6843,0.4286,0.9400,
latilax,Lelox,0.6843,0.4286,0.9400,
Lelox,Lubilax,0.6843,0.4286,0.9400,
Lelox,Lubilex,0.6843,0.4286,0.9400,
Lelox,lutilax,0.6843,0.4286,0.9400,
Lelox,Lwfilex,0.6843,0.4286,0.9400,
Libidex,lytex,0.6843,0.4286,0.9400,
Terbi max,Toramex,0.6841,0.4444,0.9238,
ceftazidime,Cefuroxime,0.6838,0.5455,0.8222,
Tab. ANADOL,Tab. Beklo,0.6838,0.5455,0.8222,
Tab. ANADOL,Tab. Calbo,0.6838,0.5455,0.8222,
Tab. Beklo,Tab. CEEVIX,0.6838,0.5455,0.8222,
Tab. Calbo,Tab. CEEVIX,0.6838,0.5455,0.8222,
Tab. Calbo,Tab. Maxiwa,0.6838,0.5455,0.8222,
Telfro max,volirac max,0.6834,0.5455,0.8214,
?icrogent,Microgurt,0.6833,0.6667,0.7000,
?icrogent,Microsegt,0.6833,0.6667,0.7000,
A-Flux,V-plex,0.6833,0.5000,0.8667,
A-Flux,Wiflex,0.6833,0.5000,0.8667,
Aislof max,Asynta max,0.6833,0.5000,0.8667,
Alanol,Alfane,0.6833,0.5000,0.8667,
Alben,Alfane,0.6833,0.5000,0.8667,
Alfane,Algin,0.6833,0.5000,0.8667,
Alfane,Alrin,0.6833,0.5000,0.8667,
Algend,collagen-d,0.6833,0.5000,0.8667,
Anfree,ansef,0.6833,0.5000,0.8667,
Anodof,ansef,0.6833,0.5000,0.8667,
Arlin,Aropen,0.6833,0.5000,0.8667,
Arth,Arth ATS,0.6833,0.5000,0.8667,
atlin,Atozen,0.6833,0.5000,0.8667,
Becobion,Beconal,0.6833,0.5000,0.8667,
Bilau,Biloxe,0.6833,0.5000,0.8667,
Bilau,Biltin,0.6833,0.5000,0.8667,
Bilaxe,Billi,0.6833,0.5000,0.8667,
Billi,Biloxe,0.6833,0.5000,0.8667,
Calamine,Calbon,0.6833,0.5000,0.8667,
Calamine,Glasin,0.6833,0.5000,0.8667,
Calcor-D,telcard,0.6833,0.5000,0.8667,
Cef-,Cefrid,0.6833,0.5000,0.8667,
Cefaclav,Furoclav,0.6833,0.5000,0.8667,
Ceftron,Lestarin,0.6833,0.5000,0.8667,
Cetaclav,Itoklav,0.6833,0.5000,0.8667,
Cifaclav,Furoclav,0.6833,0.5000,0.8667,
Clopid,Glicid,0.6833,0.5000,0.8667,
Clopid,Klabid,0.6833,0.5000,0.8667,
Coralcalry,Coralgue D,0.6833,0.5000,0.8667,
Cotnim,Cotson,0.6833,0.5000,0.8667,
coxe,Ecoxib,0.6833,0.5000,0.8667,
Docopc,toco,0.6833,0.5000,0.8667,
Esahil,Esoral,0.6833,0.5000,0.8667,
Esomax,Tesfro max,0.6833,0.6000,0.7667,
Esoral,Esover,0.6833,0.5000,0.8667,
Fenodin,Phenocid,0.6833,0.5000,0.8667,
Fensiv,Finix,0.6833,0.5000,0.8667,
Furoclav,Kefuclav,0.6833,0.5000,0.8667,
gascon,gasnil,0.6833,0.5000,0.8667,
Glicid,glinta,0.6833,0.5000,0.8667,
Glicid,Glymed,0.6833,0.5000,0.8667,
Glicid,Klabid,0.6833,0.5000,0.8667,
Glicid,Klobid,0.6833,0.5000,0.8667,
Melpred,soluprud,0.6833,0.5000,0.8667,
Merdir,meur,0.6833,0.5000,0.8667,
Nacl,Onacal-D,0.6833,0.5000,0.8667,
Napa,Napryn,0.6833,0.5000,0.8667,
Nervion,Neurolin,0.6833,0.5000,0.8667,
Nexe,nexe mvs,0.6833,0.5000,0.8667,
Normal,Nortum,0.6833,0.5000,0.8667,
Norsol,Nurnal,0.6833,0.5000,0.8667,
Oricef,Orofer,0.6833,0.5000,0.8667,
Paloxi,Pli,0.6833,0.5000,0.8667,
Pregan,Priten,0.6833,0.5000,0.8667,
Pregan,Profen,0.6833,0.5000,0.8667,
Profen,Proliv,0.6833,0.5000,0.8667,
prolix,ROlac,0.6833,0.5000,0.8667,
ratnol,Reto,0.6833,0.5000,0.8667,
Relaxo,Relvis,0.6833,0.5000,0.8667,
Relaxo,Rolae,0.6833,0.5000,0.8667,
Rivyox,Trevox,0.6833,0.5000,0.8667,
Rosetn,Rosu,0.6833,0.5000,0.8667,
Rostil,Rosu,0.6833,0.5000,0.8667,
Tab. ANADOL,Tab. cifotil,0.6833,0.5000,0.8667,
Tab. ANADOL,Tab. Geofoenil,0.6833,0.5000,0.8667,
Tab. clacido,TAB. OUOCM-D,0.6833,0.5000,0.8667,
Tab. Etorx,Tab.Neuro,0.6833,0.6000,0.7667,
Tab. Geofoenil,Tb. Defrol,0.6833,0.5000,0.8667,
V-plex,Wiflex,0.6833,0.5000,0.8667,
Xolpro,Xylio,0.6833,0.5000,0.8667,
Resfazit,Revocit,0.6825,0.5000,0.8650,
Avloclav,Furoclav,0.6819,0.6250,0.7389,
Duralax,lulrilax,0.6819,0.6250,0.7389,
lansomax,Unomax,0.6819,0.6250,0.7389,
cap. Dexilend,Cap. ESONEX,0.6817,0.5385,0.8250,
cefotil plus,Wfolil plm,0.6815,0.5833,0.7798,
Tab. Naprosyn Plus,Tab. Normens,0.6815,0.5000,0.8631,
Tab. Flamex,Tab. Maxiwa,0.6814,0.4545,0.9083,
Ceevit,cefazid,0.6810,0.4286,0.9333,
corox,vigorex,0.6810,0.4286,0.9333,
Creston,Rosetn,0.6810,0.4286,0.9333,
criptin,Rupadin,0.6810,0.4286,0.9333,
Delanix,Linax,0.6810,0.4286,0.9333,
demelon,Domin,0.6810,0.4286,0.9333,
Devixil,Fixal,0.6810,0.4286,0.9333,
Domin,t-mycin,0.6810,0.4286,0.9333,
dulox,hutilax,0.6810,0.4286,0.9333,
Duralax,Relaxo,0.6810,0.4286,0.9333,
Faenor,Fenafir,0.6810,0.4286,0.9333,
fexocon,gascon,0.6810,0.4286,0.9333,
Glicid,Oclazid,0.6810,0.4286,0.9333,
hulilax,Lelox,0.6810,0.4286,0.9333,
Medroxy,Traxy,0.6810,0.4286,0.9333,
Rivarox,vorirox,0.6810,0.4286,0.9333,
Rupadin,Triptin,0.6810,0.4286,0.9333,
Rupadin,Tryptin,0.6810,0.4286,0.9333,
Sardopa,Syrup,0.6810,0.4286,0.9333,
Profen,Profenid Gell,0.6808,0.4615,0.9000,
Ratinol Forte,ratnol,0.6808,0.4615,0.9000,
Ratinol Forte,Retinol,0.6808,0.4615,0.9000,
Delfraf,Delfxz,0.6807,0.5714,0.7900,
Inderal,Indevex,0.6807,0.5714,0.7900,
Acliz Plus,plaqriw plus,0.6806,0.5833,0.7778,
Cinaron Plus,linux plus,0.6806,0.5833,0.7778,
Cinaron Plus,Naprox plus,0.6806,0.6667,0.6944,
Defcalivo,Dekalin,0.6803,0.5556,0.8050,
Coragen-D,Coralgue D,0.6800,0.6000,0.7600,
Defalin,Dophyllinc,0.6800,0.4000,0.9600,
Delfraf,Telfro max,0.6800,0.5000,0.8600,
flacol,Flucloxin,0.6794,0.4444,0.9143,
anustat,Febustat,0.6792,0.6250,0.7333,
Aropens,propenta,0.6792,0.6250,0.7333,
Calboral,halcorl,0.6792,0.6250,0.7333,
Calcor-D,halcorl,0.6792,0.6250,0.7333,
Cetaclav,Kefuclav,0.6792,0.6250,0.7333,
Colistin,Norestin,0.6792,0.6250,0.7333,
Colistin,Omastin,0.6792,0.6250,0.7333,
Duloxen,Neuroxen,0.6792,0.6250,0.7333,
Emistat,Febustat,0.6792,0.6250,0.7333,
Histacin,Lestarin,0.6792,0.6250,0.7333,
Liprolin,prolix,0.6792,0.6250,0.7333,
Mexpro,Zymetpro,0.6792,0.6250,0.7333,
monfast,Vorifast,0.6792,0.6250,0.7333,
Norestin,Omastin,0.6792,0.6250,0.7333,
Novotrif,Rivotril,0.6792,0.6250,0.7333,
Alatrof,Alolrol,0.6790,0.5714,0.7867,
Bildent,Bilfast,0.6790,0.5714,0.7867,
Delanix,Delfnj,0.6790,0.5714,0.7867,
Prindof,Pripmmf,0.6790,0.5714,0.7867,
progest,Pronex,0.6790,0.5714,0.7867,
Pronex,prosesf,0.6790,0.5714,0.7867,
telcard,Telfast,0.6790,0.5714,0.7867,
Zolhivm,Zolivox,0.6790,0.5714,0.7867,
Bron Gel,Profenid Gell,0.6790,0.5385,0.8194,
Ace XR,Acemox,0.6789,0.5000,0.8578,
Calborul-D,Kalcoral,0.6789,0.5000,0.8578,
Carticare,Coralcalry,0.6789,0.5000,0.8578,
Cora DX,Coralgue D,0.6789,0.5000,0.8578,
Ulfix,Ultrox,0.6789,0.5000,0.8578,
Tab. Etorx,Tab. Menoral,0.6786,0.6667,0.6905,
Paracetamol,Purtisol,0.6784,0.4545,0.9022,
Calboral,Tb. Calboral-D,0.6783,0.5714,0.7852,
A-Flux,A-fun,0.6778,0.6667,0.6889,
Calborul-D,Kalorl Dx,0.6778,0.5000,0.8556,
clarin,clindacin,0.6778,0.5556,0.8000,
Deflacort,Detfacavt,0.6778,0.5556,0.8000,
Defzacort,Detfacavt,0.6778,0.5556,0.8000,
lullonl Dx,lulrilax,0.6778,0.5000,0.8556,
Medragust,Motigut,0.6778,0.4444,0.9111,
napro,Napxon,0.6778,0.6667,0.6889,
probio,prolix,0.6778,0.6667,0.6889,
prolix,Protio,0.6778,0.6667,0.6889,
prolix,Rolip,0.6778,0.6667,0.6889,
Pronex,Ronem,0.6778,0.6667,0.6889,
Syp Asyntamax,Syp Cortam,0.6776,0.5385,0.8167,
Rasiflep,Rodiflex,0.6775,0.6250,0.7300,
Insulin R,Neurolin CR,0.6775,0.5455,0.8095,
Actilac,gavilac,0.6774,0.5714,0.7833,
Actilac,Rotalac,0.6774,0.5714,0.7833,
Afix,Cafixim,0.6774,0.5714,0.7833,
Albumin,Nalbun,0.6774,0.5714,0.7833,
Alrin,Plagrin,0.6774,0.5714,0.7833,
Amilin,moxilin,0.6774,0.5714,0.7833,
Amlocal,Velcal,0.6774,0.5714,0.7833,
Ansulin,lanolin,0.6774,0.5714,0.7833,
anustat,Histat,0.6774,0.5714,0.7833,
Arnitip,Cridip,0.6774,0.5714,0.7833,
Aropens,Feropen,0.6774,0.5714,0.7833,
Aropens,Meropen,0.6774,0.5714,0.7833,
Ascoson,gascon,0.6774,0.5714,0.7833,
Axim,Cafixim,0.6774,0.5714,0.7833,
Bilax,hulilax,0.6774,0.5714,0.7833,
Bilax,hutilax,0.6774,0.5714,0.7833,
Bilax,latilax,0.6774,0.5714,0.7833,
Bilax,lutilax,0.6774,0.5714,0.7833,
Biloxe,Duloxen,0.6774,0.5714,0.7833,
Cefixim,Devixi,0.6774,0.5714,0.7833,
Ceftron,Geston,0.6774,0.5714,0.7833,
Cidex,Libidex,0.6774,0.5714,0.7833,
Clopid,Oclazid,0.6774,0.5714,0.7833,
corox,Vorinox,0.6774,0.5714,0.7833,
corox,vorirox,0.6774,0.5714,0.7833,
Cortan,Hartman,0.6774,0.5714,0.7833,
Creston,Gestin,0.6774,0.5714,0.7833,
criptin,Priten,0.6774,0.5714,0.7833,
Delanix,Fenix,0.6774,0.5714,0.7833,
Delanix,Lasix,0.6774,0.5714,0.7833,
Denixil,Fenix,0.6774,0.5714,0.7833,
Dexin,Hexinor,0.6774,0.5714,0.7833,
Doximev,Roxim,0.6774,0.5714,0.7833,
dulox,Fluelox,0.6774,0.5714,0.7833,
dulox,Lubilox,0.6774,0.5714,0.7833,
dulox,lufilox,0.6774,0.5714,0.7833,
Emistat,Nystat,0.6774,0.5714,0.7833,
Ezylife,Rexlife,0.6774,0.5714,0.7833,
Fixgut,mofigut,0.6774,0.5714,0.7833,
Fixgut,Rifagut,0.6774,0.5714,0.7833,
Fougest,progest,0.6774,0.5714,0.7833,
Gestin,Omastin,0.6774,0.5714,0.7833,
glanine,Plagnin,0.6774,0.5714,0.7833,
Glarine,Plagrin,0.6774,0.5714,0.7833,
Greemox,Pregmos,0.6774,0.5714,0.7833,
